1	0.13305088380972543
2	0.1306578367948532
3	0.11357337236404419
4	0.08729477723439534
5	0.08954436083634694
6	0.0995043118794759
7	0.0780476729075114
8	0.08770478516817093
9	0.06062870721022288
10	0.05879410977164904
11	0.03957174780468146
12	0.09742302820086479
13	0.06866876035928726
14	0.045653022825717926
15	0.05054654305179914
16	0.04607008025050163
17	0.08347833901643753
18	0.030697234595815342
19	0.05133153249820074
20	0.03585518275698026
21	0.03836288551489512
22	0.05707264319062233
23	0.04075196012854576
24	0.04630669951438904
25	0.05031235019365946
26	0.04727760205666224
27	0.03970186163981756
28	0.03603503853082657
29	0.033827112366755806
30	0.05180628721912702
31	0.050247627000013985
32	0.04865306864182154
33	0.04431483522057533
34	0.03461207697788874
35	0.043357014656066895
36	0.05010653162995974
37	0.05280686294039091
38	0.055016311506430306
39	0.05267733956376711
40	0.04012273624539375
41	0.06541462739308675
42	0.036242673794428505
43	0.06122348581751188
44	0.04428647148112456
45	0.03922956933577856
46	0.0335253489514192
47	0.03763123229146004
48	0.037234995514154434
49	0.04106305415431658
50	0.05305678769946098
